source_record_id,listing_type,title,city,district,community,address,total_price,unit_price,monthly_rent,area,bedroom_count,living_room_count,layout,orientation,floor_description,floor_level,total_floors,decoration,surrounding_description,listing_date,data_source
SYN-RENT-001215,RENT,广州市黄埔区1室1厅南向简装房,广州市,黄埔区,东山雅筑,长安街98号,,,1848.51,45.95,1,1,1室1厅,SOUTH,高楼层/共19层,HIGH,19,SIMPLE,靠近产业园，通勤方便,2024-07-07,SYNTHETIC_CSV_V1
SYN-RENT-001216,RENT,广州市荔湾区1室1厅多面采光简装房,广州市,荔湾区,汇景新城,文化路27号,,,1800.0,31.63,1,1,1室1厅,MULTIPLE,,UNKNOWN,25,SIMPLE,公园环绕，环境优美,2026-07-10,SYNTHETIC_CSV_V1
SYN-RENT-001217,RENT,广州市越秀区4室3厅东向精装房,广州市,越秀区,云栖花园,创新路151号,,,10545.72,135.03,4,3,4室3厅,EAST,中楼层/共16层,MIDDLE,16,REFINED,靠近产业园，通勤方便,2025-05-28,SYNTHETIC_CSV_V1
SYN-RENT-001218,RENT,广州市海珠区3室2厅东南向精装房,广州市,海珠区,东山雅筑,新城路154号,,,4787.26,89.27,3,2,3室2厅,SOUTHEAST,中楼层/共40层,MIDDLE,40,REFINED,地铁口步行可达，交通便捷,2025-09-12,SYNTHETIC_CSV_V1
SYN-RENT-001219,RENT,广州市海珠区2室2厅多面采光简装房,广州市,海珠区,春江花园,解放路66号,,,3492.4,80.27,2,2,2室2厅,MULTIPLE,,UNKNOWN,10,SIMPLE,地铁口步行可达，交通便捷,2026-07-19,SYNTHETIC_CSV_V1
SYN-RENT-001220,RENT,广州市荔湾区3室2厅南向简装房,广州市,荔湾区,保利天悦,科苑路38号,,,5950.49,119.44,3,2,3室2厅,SOUTH,中楼层/共26层,MIDDLE,26,SIMPLE,社区环境安静，附近有公园,2026-05-14,SYNTHETIC_CSV_V1
SYN-RENT-001221,RENT,广州市天河区3室2厅南向豪装房,广州市,天河区,星河湾,环城路159号,,,15395.88,148.03,3,2,3室2厅,SOUTH,中楼层/共28层,MIDDLE,28,LUXURY,靠近医院，生活便利,2025-07-26,SYNTHETIC_CSV_V1
SYN-RENT-001222,RENT,广州市荔湾区4室3厅多面采光其他装修房,广州市,荔湾区,保利天悦,和平路191号,,,4119.92,129.08,4,3,4室3厅,MULTIPLE,低楼层/共26层,LOW,26,OTHER,公园环绕，环境优美,2024-12-04,SYNTHETIC_CSV_V1
SYN-RENT-001223,RENT,广州市荔湾区2室2厅东南向简装房,广州市,荔湾区,富力桃园,友谊路58号,,,3101.75,73.85,2,2,2室2厅,SOUTHEAST,低楼层/共31层,LOW,31,SIMPLE,公交线路较多，生活配套完善,2025-04-24,SYNTHETIC_CSV_V1
SYN-RENT-001224,RENT,广州市天河区3室2厅西南向毛坯房,广州市,天河区,光大花园,创新路97号,,,3377.83,79.95,3,2,3室2厅,SOUTHWEST,低楼层/共37层,LOW,37,ROUGH,周边教育资源丰富,2024-09-08,SYNTHETIC_CSV_V1
SYN-RENT-001225,RENT,广州市番禺区5室2厅南向简装房,广州市,番禺区,保利天悦,开发区大道197号,,,8940.94,220.26,5,2,5室2厅,SOUTH,高楼层/共41层,HIGH,41,SIMPLE,靠近产业园，通勤方便,2025-04-11,SYNTHETIC_CSV_V1
SYN-RENT-001226,RENT,广州市海珠区3室1厅多面采光豪装房,广州市,海珠区,光大花园,文化路166号,,,7666.64,143.40,3,1,3室1厅,MULTIPLE,高楼层/共27层,HIGH,27,LUXURY,周边教育资源丰富,2024-05-25,SYNTHETIC_CSV_V1
SYN-RENT-001227,RENT,广州市越秀区4室3厅东向精装房,广州市,越秀区,盈彩美居,友谊路90号,,,15670.56,187.57,4,3,4室3厅,EAST,中楼层/共37层,MIDDLE,37,REFINED,靠近产业园，通勤方便,2024-08-08,SYNTHETIC_CSV_V1
SYN-RENT-001228,RENT,广州市越秀区4室3厅东南向简装房,广州市,越秀区,珠江广场,科技大道161号,,,13966.91,200.70,4,3,4室3厅,SOUTHEAST,中楼层/共18层,MIDDLE,18,SIMPLE,靠近产业园，通勤方便,2025-08-06,SYNTHETIC_CSV_V1
SYN-RENT-001229,RENT,广州市荔湾区1室1厅南向毛坯房,广州市,荔湾区,富力桃园,滨河路17号,,,1800.0,51.15,1,1,1室1厅,SOUTH,低楼层/共22层,LOW,22,ROUGH,小区绿化好，安静宜居,2024-06-30,SYNTHETIC_CSV_V1
SYN-RENT-001230,RENT,广州市海珠区2室2厅东南向精装房,广州市,海珠区,珠江广场,科技大道63号,,,4848.56,96.96,2,2,2室2厅,SOUTHEAST,高楼层/共15层,HIGH,15,REFINED,靠近医院，生活便利,2026-03-29,SYNTHETIC_CSV_V1
SYN-RENT-001231,RENT,广州市海珠区2室2厅多面采光豪装房,广州市,海珠区,珠江广场,滨河路170号,,,3304.18,58.05,2,2,2室2厅,MULTIPLE,中楼层/共35层,MIDDLE,35,LUXURY,地铁口步行可达，交通便捷,2025-05-09,SYNTHETIC_CSV_V1
SYN-RENT-001232,RENT,广州市黄埔区4室2厅东向毛坯房,广州市,黄埔区,保利花园,开发区大道20号,,,5257.04,144.25,4,2,4室2厅,EAST,高楼层/共8层,HIGH,8,ROUGH,靠近医院，生活便利,2026-06-23,SYNTHETIC_CSV_V1
SYN-RENT-001233,RENT,广州市天河区2室1厅南向豪装房,广州市,天河区,美林湖畔花园,人民路1号,,,5857.44,69.29,2,1,2室1厅,SOUTH,高楼层/共36层,HIGH,36,LUXURY,小区绿化好，安静宜居,2025-10-13,SYNTHETIC_CSV_V1
SYN-RENT-001234,RENT,广州市越秀区1室1厅东南向未知装修房,广州市,越秀区,春江花园,,,,2523.77,50.83,1,1,1室1厅,SOUTHEAST,高楼层/共35层,HIGH,35,UNKNOWN,公园环绕，环境优美,2025-06-07,SYNTHETIC_CSV_V1
SYN-RENT-001235,RENT,广州市黄埔区2室1厅多面采光毛坯房,广州市,黄埔区,金地天河公馆,,,,1800.0,55.74,2,1,2室1厅,MULTIPLE,低楼层/共39层,LOW,39,ROUGH,地铁口步行可达，交通便捷,2024-05-21,SYNTHETIC_CSV_V1
SYN-RENT-001236,RENT,广州市海珠区1室1厅东向精装房,广州市,海珠区,盈彩美居,建设路78号,,,1800.0,30.45,1,1,1室1厅,EAST,中楼层/共27层,MIDDLE,27,REFINED,地铁口步行可达，交通便捷,2024-01-14,SYNTHETIC_CSV_V1
SYN-RENT-001237,RENT,广州市番禺区1室1厅南向精装房,广州市,番禺区,同德花园,文化路163号,,,3350.63,61.49,1,1,1室1厅,SOUTH,中楼层/共43层,MIDDLE,43,REFINED,靠近产业园，通勤方便,2026-01-09,SYNTHETIC_CSV_V1
SYN-RENT-001238,RENT,广州市荔湾区3室2厅南向精装房,广州市,荔湾区,富力桃园,朝阳街130号,,,3710.19,80.79,3,2,3室2厅,SOUTH,低楼层/共31层,LOW,31,REFINED,临近商圈，购物便利,2024-04-28,SYNTHETIC_CSV_V1
SYN-RENT-001239,RENT,广州市黄埔区2室2厅多面采光精装房,广州市,黄埔区,珠江广场,工业大道70号,,,3709.88,86.48,2,2,2室2厅,MULTIPLE,高楼层/共21层,HIGH,21,REFINED,周边教育资源丰富,2025-05-06,SYNTHETIC_CSV_V1
SYN-RENT-001240,RENT,广州市番禺区3室2厅西向精装房,广州市,番禺区,岭南新世界,滨河路71号,,,5107.11,112.78,3,2,3室2厅,WEST,中楼层/共19层,MIDDLE,19,REFINED,近地铁，周边有商场和学校,2024-10-25,SYNTHETIC_CSV_V1
SYN-RENT-001241,RENT,广州市黄埔区3室2厅南向简装房,广州市,黄埔区,雅居乐剑桥郡,科技大道156号,,,6140.43,143.00,3,2,3室2厅,SOUTH,高楼层/共39层,HIGH,39,SIMPLE,周边教育资源丰富,2025-07-06,SYNTHETIC_CSV_V1
SYN-RENT-001242,RENT,广州市越秀区2室2厅多面采光精装房,广州市,越秀区,中海名都,朝阳街19号,,,7052.22,95.76,2,2,2室2厅,MULTIPLE,高楼层/共33层,HIGH,33,REFINED,小区绿化好，安静宜居,2026-08-03,SYNTHETIC_CSV_V1
SYN-RENT-001243,RENT,广州市海珠区4室2厅多面采光简装房,广州市,海珠区,美林湖畔花园,新城路72号,,,8990.81,184.31,4,2,4室2厅,MULTIPLE,中楼层/共25层,MIDDLE,25,SIMPLE,靠近产业园，通勤方便,2025-12-14,SYNTHETIC_CSV_V1
SYN-RENT-001244,RENT,广州市白云区4室2厅多面采光豪装房,广州市,白云区,保利花园,学府路132号,,,10859.14,183.64,4,2,4室2厅,MULTIPLE,高楼层/共32层,HIGH,32,LUXURY,公交线路较多，生活配套完善,2025-11-12,SYNTHETIC_CSV_V1
SYN-RENT-001245,RENT,广州市海珠区2室2厅多面采光简装房,广州市,海珠区,华南碧桂园,科技大道130号,,,3176.13,75.37,2,2,2室2厅,MULTIPLE,中楼层/共37层,MIDDLE,37,SIMPLE,社区环境安静，附近有公园,2026-08-21,SYNTHETIC_CSV_V1
SYN-RENT-001246,RENT,广州市番禺区4室3厅南向简装房,广州市,番禺区,隽峰苑,科苑路9号,,,9766.05,203.71,4,3,4室3厅,SOUTH,中楼层/共44层,MIDDLE,44,SIMPLE,周边教育资源丰富,2025-07-02,SYNTHETIC_CSV_V1
SYN-RENT-001247,RENT,广州市天河区1室1厅南向精装房,广州市,天河区,光大花园,锦绣路88号,,,3955.14,61.44,1,1,1室1厅,SOUTH,低楼层/共23层,LOW,23,REFINED,地铁口步行可达，交通便捷,2025-04-05,SYNTHETIC_CSV_V1
SYN-RENT-001248,RENT,广州市海珠区3室2厅东向简装房,广州市,海珠区,金地天河公馆,人民路157号,,,2672.7,78.29,3,2,3室2厅,EAST,低楼层/共24层,LOW,24,SIMPLE,靠近产业园，通勤方便,2024-03-15,SYNTHETIC_CSV_V1
SYN-RENT-001249,RENT,广州市天河区2室2厅东南向精装房,广州市,天河区,金地天河公馆,和平路61号,,,4829.3,59.82,2,2,2室2厅,SOUTHEAST,高楼层/共12层,HIGH,12,REFINED,近地铁，周边有商场和学校,2025-12-21,SYNTHETIC_CSV_V1
SYN-RENT-001250,RENT,广州市海珠区3室2厅多面采光精装房,广州市,海珠区,保利花园,,,,5090.9,89.80,3,2,3室2厅,MULTIPLE,中楼层/共15层,MIDDLE,15,REFINED,周边教育资源丰富,2026-06-02,SYNTHETIC_CSV_V1
SYN-RENT-001251,RENT,深圳市南山区2室2厅东南向精装房,深圳市,南山区,水榭春天,科苑路14号,,,8923.16,91.78,2,2,2室2厅,SOUTHEAST,低楼层/共21层,LOW,21,REFINED,靠近产业园，通勤方便,2025-09-18,SYNTHETIC_CSV_V1
SYN-RENT-001252,RENT,深圳市南山区2室2厅南向精装房,深圳市,南山区,宏发世纪城,花园路19号,,,5564.5,50.09,2,2,2室2厅,SOUTH,高楼层/共25层,HIGH,25,REFINED,临近商圈，购物便利,2024-05-03,SYNTHETIC_CSV_V1
SYN-RENT-001253,RENT,深圳市龙岗区2室2厅东南向精装房,深圳市,龙岗区,水榭春天,,,,5589.3,97.28,2,2,2室2厅,SOUTHEAST,低楼层/共23层,LOW,23,REFINED,靠近医院，生活便利,2024-10-19,SYNTHETIC_CSV_V1
SYN-RENT-001254,RENT,深圳市盐田区3室2厅南向简装房,深圳市,盐田区,星河盛世,环城路163号,,,8456.55,130.18,3,2,3室2厅,SOUTH,中楼层/共26层,MIDDLE,26,SIMPLE,小区绿化好，安静宜居,2025-09-29,SYNTHETIC_CSV_V1
SYN-RENT-001255,RENT,深圳市罗湖区3室2厅东向简装房,深圳市,罗湖区,万科广场,长安街103号,,,6973.93,88.24,3,2,3室2厅,EAST,低楼层/共18层,LOW,18,SIMPLE,公园环绕，环境优美,2026-01-30,SYNTHETIC_CSV_V1
SYN-RENT-001256,RENT,深圳市宝安区3室2厅南向简装房,深圳市,宝安区,绿景公馆1866,滨河路78号,,,8022.19,127.01,3,2,3室2厅,SOUTH,高楼层/共17层,HIGH,17,SIMPLE,靠近医院，生活便利,2025-01-14,SYNTHETIC_CSV_V1
SYN-RENT-001257,RENT,深圳市盐田区4室3厅多面采光简装房,深圳市,盐田区,华侨城纯水岸,工业大道167号,,,6855.54,128.60,4,3,4室3厅,MULTIPLE,低楼层/共20层,LOW,20,SIMPLE,公交线路较多，生活配套完善,2025-04-04,SYNTHETIC_CSV_V1
SYN-RENT-001258,RENT,深圳市福田区3室2厅南向简装房,深圳市,福田区,星河丹堤,朝阳街97号,,,9806.31,110.06,3,2,3室2厅,SOUTH,中楼层/共22层,MIDDLE,22,SIMPLE,临近商圈，购物便利,2024-09-25,SYNTHETIC_CSV_V1
SYN-RENT-001259,RENT,深圳市罗湖区2室2厅东南向简装房,深圳市,罗湖区,万科城,锦绣路78号,,,6954.49,66.95,2,2,2室2厅,SOUTHEAST,中楼层/共8层,MIDDLE,8,SIMPLE,靠近医院，生活便利,2024-09-01,SYNTHETIC_CSV_V1
SYN-RENT-001260,RENT,深圳市福田区4室3厅西南向精装房,深圳市,福田区,半岛城邦,花园路129号,,,15807.98,162.34,4,3,4室3厅,SOUTHWEST,中楼层/共30层,MIDDLE,30,REFINED,地铁口步行可达，交通便捷,2025-06-24,SYNTHETIC_CSV_V1
SYN-RENT-001261,RENT,深圳市盐田区2室2厅南向精装房,深圳市,盐田区,中粮锦云,朝阳街26号,,,5295.34,90.34,2,2,2室2厅,SOUTH,低楼层/共20层,LOW,20,REFINED,临近商圈，购物便利,2025-04-24,SYNTHETIC_CSV_V1
SYN-RENT-001262,RENT,深圳市盐田区2室2厅南向未知装修房,深圳市,盐田区,星河丹堤,人民路124号,,,3904.08,80.48,2,2,2室2厅,SOUTH,低楼层/共44层,LOW,44,UNKNOWN,地铁口步行可达，交通便捷,2026-04-30,SYNTHETIC_CSV_V1
SYN-RENT-001263,RENT,深圳市罗湖区5室3厅西南向精装房,深圳市,罗湖区,恒裕滨城,锦绣路64号,,,15866.69,167.45,5,3,5室3厅,SOUTHWEST,高楼层/共11层,HIGH,11,REFINED,小区绿化好，安静宜居,2024-12-28,SYNTHETIC_CSV_V1
SYN-RENT-001264,RENT,深圳市福田区2室2厅东南向简装房,深圳市,福田区,波托菲诺,花园路74号,,,6236.8,64.00,2,2,2室2厅,SOUTHEAST,中楼层/共22层,MIDDLE,22,SIMPLE,临近商圈，购物便利,2025-10-28,SYNTHETIC_CSV_V1
SYN-RENT-001265,RENT,深圳市南山区4室2厅朝向未知简装房,深圳市,南山区,蔚蓝海岸,花园路137号,,,12463.08,142.96,4,2,4室2厅,UNKNOWN,中楼层/共40层,MIDDLE,40,SIMPLE,周边教育资源丰富,2024-01-02,SYNTHETIC_CSV_V1
SYN-RENT-001266,RENT,深圳市福田区4室2厅西北向精装房,深圳市,福田区,恒裕滨城,工业大道91号,,,14291.18,138.25,4,2,4室2厅,NORTHWEST,,UNKNOWN,36,REFINED,地铁口步行可达，交通便捷,2026-06-27,SYNTHETIC_CSV_V1
SYN-RENT-001267,RENT,深圳市福田区3室1厅南向简装房,深圳市,福田区,半岛城邦,锦绣路92号,,,11431.02,120.48,3,1,3室1厅,SOUTH,高楼层/共27层,HIGH,27,SIMPLE,公园环绕，环境优美,2024-01-21,SYNTHETIC_CSV_V1
SYN-RENT-001268,RENT,深圳市南山区2室2厅西北向精装房,深圳市,南山区,华润深圳湾悦府,解放路165号,,,8107.71,75.46,2,2,2室2厅,NORTHWEST,中楼层/共27层,MIDDLE,27,REFINED,小区绿化好，安静宜居,2025-09-06,SYNTHETIC_CSV_V1
SYN-RENT-001269,RENT,深圳市罗湖区1室1厅多面采光简装房,深圳市,罗湖区,幸福里,朝阳街159号,,,3466.14,38.06,1,1,1室1厅,MULTIPLE,中楼层/共15层,MIDDLE,15,SIMPLE,靠近医院，生活便利,2024-06-14,SYNTHETIC_CSV_V1
SYN-RENT-001270,RENT,深圳市罗湖区3室2厅多面采光简装房,深圳市,罗湖区,星河盛世,人民路116号,,,14527.82,141.79,3,2,3室2厅,MULTIPLE,中楼层/共36层,MIDDLE,36,SIMPLE,靠近医院，生活便利,2024-12-01,SYNTHETIC_CSV_V1
SYN-RENT-001271,RENT,深圳市罗湖区1室1厅南向精装房,深圳市,罗湖区,水榭春天,开发区大道189号,,,5971.53,56.36,1,1,1室1厅,SOUTH,中楼层/共28层,MIDDLE,28,REFINED,近地铁，周边有商场和学校,2026-06-07,SYNTHETIC_CSV_V1
SYN-RENT-001272,RENT,深圳市南山区2室2厅朝向未知简装房,深圳市,南山区,恒裕滨城,友谊路130号,,,8614.9,99.90,2,2,2室2厅,UNKNOWN,中楼层/共44层,MIDDLE,44,SIMPLE,公交线路较多，生活配套完善,2024-11-18,SYNTHETIC_CSV_V1
SYN-RENT-001273,RENT,深圳市罗湖区2室2厅南向简装房,深圳市,罗湖区,金地梅陇镇,中山路50号,,,5416.95,65.05,2,2,2室2厅,SOUTH,高楼层/共34层,HIGH,34,SIMPLE,周边教育资源丰富,2025-07-17,SYNTHETIC_CSV_V1
SYN-RENT-001274,RENT,深圳市盐田区2室2厅南向精装房,深圳市,盐田区,中粮锦云,创新路162号,,,3139.98,53.93,2,2,2室2厅,SOUTH,低楼层/共26层,LOW,26,REFINED,社区环境安静，附近有公园,2024-02-11,SYNTHETIC_CSV_V1
SYN-RENT-001275,RENT,深圳市龙岗区3室2厅南向简装房,深圳市,龙岗区,波托菲诺,科技大道133号,,,5233.83,86.16,3,2,3室2厅,SOUTH,中楼层/共11层,MIDDLE,11,SIMPLE,社区环境安静，附近有公园,2025-05-11,SYNTHETIC_CSV_V1
SYN-RENT-001276,RENT,深圳市福田区2室1厅东南向简装房,深圳市,福田区,蔚蓝海岸,人民路27号,,,8412.55,95.58,2,1,2室1厅,SOUTHEAST,低楼层/共15层,LOW,15,SIMPLE,靠近产业园，通勤方便,2025-06-10,SYNTHETIC_CSV_V1
SYN-RENT-001277,RENT,深圳市罗湖区4室3厅南向豪装房,深圳市,罗湖区,华润城,长安街16号,,,24143.55,144.73,4,3,4室3厅,SOUTH,中楼层/共30层,MIDDLE,30,LUXURY,周边教育资源丰富,2026-08-21,SYNTHETIC_CSV_V1
SYN-RENT-001278,RENT,深圳市南山区3室2厅多面采光简装房,深圳市,南山区,幸福里,文化路5号,,,9969.75,115.64,3,2,3室2厅,MULTIPLE,中楼层/共12层,MIDDLE,12,SIMPLE,靠近产业园，通勤方便,2024-05-14,SYNTHETIC_CSV_V1
SYN-RENT-001279,RENT,深圳市盐田区3室2厅多面采光简装房,深圳市,盐田区,星河丹堤,环城路98号,,,6370.01,108.79,3,2,3室2厅,MULTIPLE,中楼层/共38层,MIDDLE,38,SIMPLE,地铁口步行可达，交通便捷,2024-06-20,SYNTHETIC_CSV_V1
SYN-RENT-001280,RENT,深圳市福田区3室1厅西南向简装房,深圳市,福田区,星河丹堤,锦绣路117号,,,9392.44,98.34,3,1,3室1厅,SOUTHWEST,高楼层/共22层,HIGH,22,SIMPLE,临近商圈，购物便利,2024-08-24,SYNTHETIC_CSV_V1
SYN-RENT-001281,RENT,深圳市罗湖区3室2厅多面采光其他装修房,深圳市,罗湖区,水榭春天,建设路30号,,,10680.46,114.46,3,2,3室2厅,MULTIPLE,中楼层/共15层,MIDDLE,15,OTHER,临近商圈，购物便利,2026-01-15,SYNTHETIC_CSV_V1
SYN-RENT-001282,RENT,深圳市龙岗区4室3厅朝向未知精装房,深圳市,龙岗区,华侨城纯水岸,建设路45号,,,10704.0,191.93,4,3,4室3厅,UNKNOWN,低楼层/共35层,LOW,35,REFINED,近地铁，周边有商场和学校,2026-02-28,SYNTHETIC_CSV_V1
SYN-RENT-001283,RENT,深圳市罗湖区2室2厅北向简装房,深圳市,罗湖区,半岛城邦,友谊路125号,,,7592.17,75.46,2,2,2室2厅,NORTH,高楼层/共45层,HIGH,45,SIMPLE,近地铁，周边有商场和学校,2026-02-03,SYNTHETIC_CSV_V1
SYN-RENT-001284,RENT,深圳市福田区4室2厅东南向精装房,深圳市,福田区,华侨城纯水岸,开发区大道150号,,,9236.58,112.47,4,2,4室2厅,SOUTHEAST,低楼层/共33层,LOW,33,REFINED,近地铁，周边有商场和学校,2024-09-05,SYNTHETIC_CSV_V1
SYN-RENT-001285,RENT,深圳市罗湖区2室2厅多面采光简装房,深圳市,罗湖区,香蜜湖一号,解放路1号,,,9315.64,91.41,2,2,2室2厅,MULTIPLE,高楼层/共12层,HIGH,12,SIMPLE,社区环境安静，附近有公园,2024-07-10,SYNTHETIC_CSV_V1
SYN-RENT-001286,RENT,深圳市南山区2室2厅南向简装房,深圳市,南山区,深圳湾一号,建设路156号,,,6520.74,89.82,2,2,2室2厅,SOUTH,低楼层/共18层,LOW,18,SIMPLE,靠近医院，生活便利,2025-03-12,SYNTHETIC_CSV_V1
SYN-RENT-001287,RENT,深圳市罗湖区3室2厅东南向精装房,深圳市,罗湖区,宏发世纪城,,,,14180.11,139.51,3,2,3室2厅,SOUTHEAST,高楼层/共6层,HIGH,6,REFINED,近地铁，周边有商场和学校,2025-04-30,SYNTHETIC_CSV_V1
SYN-RENT-001288,RENT,深圳市龙华区3室2厅东南向简装房,深圳市,龙华区,幸福里,建设路37号,,,7326.18,116.98,3,2,3室2厅,SOUTHEAST,中楼层/共41层,MIDDLE,41,SIMPLE,靠近产业园，通勤方便,2024-08-01,SYNTHETIC_CSV_V1
SYN-RENT-001289,RENT,深圳市罗湖区3室2厅西北向简装房,深圳市,罗湖区,绿景公馆1866,和平路1号,,,12344.35,120.89,3,2,3室2厅,NORTHWEST,中楼层/共30层,MIDDLE,30,SIMPLE,地铁口步行可达，交通便捷,2024-09-18,SYNTHETIC_CSV_V1
SYN-RENT-001290,RENT,深圳市南山区2室2厅朝向未知简装房,深圳市,南山区,深业上城,中山路102号,,,8336.85,99.69,2,2,2室2厅,UNKNOWN,低楼层/共34层,LOW,34,SIMPLE,靠近医院，生活便利,2025-06-17,SYNTHETIC_CSV_V1
SYN-RENT-001291,RENT,深圳市福田区3室2厅东北向简装房,深圳市,福田区,招商海月花园,解放路85号,,,10709.77,125.96,3,2,3室2厅,NORTHEAST,低楼层/共9层,LOW,9,SIMPLE,靠近产业园，通勤方便,2026-04-08,SYNTHETIC_CSV_V1
SYN-RENT-001292,RENT,深圳市罗湖区1室1厅朝向未知简装房,深圳市,罗湖区,鸿荣源壹方中心,工业大道147号,,,4734.1,57.27,1,1,1室1厅,UNKNOWN,高楼层/共8层,HIGH,8,SIMPLE,临近商圈，购物便利,2024-10-26,SYNTHETIC_CSV_V1
SYN-RENT-001293,RENT,深圳市福田区2室2厅东南向简装房,深圳市,福田区,幸福里,科苑路139号,,,5183.91,66.43,2,2,2室2厅,SOUTHEAST,低楼层/共13层,LOW,13,SIMPLE,小区绿化好，安静宜居,2024-03-18,SYNTHETIC_CSV_V1
SYN-RENT-001294,RENT,深圳市福田区4室3厅东南向毛坯房,深圳市,福田区,波托菲诺,人民路199号,,,14824.08,207.23,4,3,4室3厅,SOUTHEAST,低楼层/共23层,LOW,23,ROUGH,小区绿化好，安静宜居,2025-10-28,SYNTHETIC_CSV_V1
SYN-RENT-001295,RENT,深圳市福田区2室2厅西南向精装房,深圳市,福田区,龙光城,滨河路123号,,,7399.46,65.25,2,2,2室2厅,SOUTHWEST,中楼层/共34层,MIDDLE,34,REFINED,公交线路较多，生活配套完善,2024-07-12,SYNTHETIC_CSV_V1
SYN-RENT-001296,RENT,深圳市宝安区2室2厅南向毛坯房,深圳市,宝安区,翠竹苑,朝阳街7号,,,2926.16,66.18,2,2,2室2厅,SOUTH,低楼层/共42层,LOW,42,ROUGH,小区绿化好，安静宜居,2025-10-15,SYNTHETIC_CSV_V1
SYN-RENT-001297,RENT,深圳市盐田区4室2厅南向精装房,深圳市,盐田区,龙华金茂府,锦绣路131号,,,9189.02,144.86,4,2,4室2厅,SOUTH,高楼层/共23层,HIGH,23,REFINED,公园环绕，环境优美,2024-08-28,SYNTHETIC_CSV_V1
SYN-RENT-001298,RENT,深圳市罗湖区3室2厅多面采光简装房,深圳市,罗湖区,龙光城,环城路95号,,,9629.69,110.94,3,2,3室2厅,MULTIPLE,中楼层/共40层,MIDDLE,40,SIMPLE,靠近医院，生活便利,2026-05-16,SYNTHETIC_CSV_V1
SYN-RENT-001299,RENT,深圳市福田区3室2厅南向精装房,深圳市,福田区,水榭春天,创新路103号,,,17139.84,144.79,3,2,3室2厅,SOUTH,中楼层/共35层,MIDDLE,35,REFINED,临近商圈，购物便利,2026-07-27,SYNTHETIC_CSV_V1
SYN-RENT-001300,RENT,深圳市福田区1室1厅东北向精装房,深圳市,福田区,佳兆业城市广场,,,,3538.31,36.87,1,1,1室1厅,NORTHEAST,中楼层/共45层,MIDDLE,45,REFINED,小区绿化好，安静宜居,2024-11-28,SYNTHETIC_CSV_V1
SYN-RENT-001301,RENT,深圳市盐田区3室2厅北向豪装房,深圳市,盐田区,万科广场,朝阳街80号,,,11495.05,121.82,3,2,3室2厅,NORTH,,UNKNOWN,43,LUXURY,周边教育资源丰富,2026-01-28,SYNTHETIC_CSV_V1
SYN-RENT-001302,RENT,深圳市龙岗区3室2厅南向简装房,深圳市,龙岗区,华侨城纯水岸,建设路152号,,,4206.5,80.81,3,2,3室2厅,SOUTH,中楼层/共41层,MIDDLE,41,SIMPLE,小区绿化好，安静宜居,2026-02-24,SYNTHETIC_CSV_V1
SYN-RENT-001303,RENT,深圳市龙华区3室1厅西向简装房,深圳市,龙华区,龙华金茂府,科技大道139号,,,7008.89,125.08,3,1,3室1厅,WEST,中楼层/共16层,MIDDLE,16,SIMPLE,社区环境安静，附近有公园,2026-05-19,SYNTHETIC_CSV_V1
SYN-RENT-001304,RENT,深圳市南山区2室2厅东南向简装房,深圳市,南山区,龙光城,开发区大道44号,,,8334.36,89.99,2,2,2室2厅,SOUTHEAST,低楼层/共8层,LOW,8,SIMPLE,小区绿化好，安静宜居,2024-10-01,SYNTHETIC_CSV_V1
SYN-RENT-001305,RENT,深圳市福田区2室2厅南向精装房,深圳市,福田区,香蜜湖一号,中山路28号,,,8842.6,79.81,2,2,2室2厅,SOUTH,高楼层/共8层,HIGH,8,REFINED,靠近医院，生活便利,2024-02-17,SYNTHETIC_CSV_V1
SYN-RENT-001306,RENT,深圳市盐田区3室2厅多面采光简装房,深圳市,盐田区,波托菲诺,新城路63号,,,4045.03,95.69,3,2,3室2厅,MULTIPLE,低楼层/共40层,LOW,40,SIMPLE,公交线路较多，生活配套完善,2024-02-26,SYNTHETIC_CSV_V1
SYN-RENT-001307,RENT,深圳市南山区2室2厅多面采光精装房,深圳市,南山区,华润城,,,,9613.21,85.73,2,2,2室2厅,MULTIPLE,中楼层/共28层,MIDDLE,28,REFINED,靠近产业园，通勤方便,2025-04-29,SYNTHETIC_CSV_V1
SYN-RENT-001308,RENT,深圳市福田区2室2厅东南向简装房,深圳市,福田区,香蜜湖一号,人民路158号,,,7905.04,81.43,2,2,2室2厅,SOUTHEAST,高楼层/共30层,HIGH,30,SIMPLE,小区绿化好，安静宜居,2024-09-19,SYNTHETIC_CSV_V1
SYN-RENT-001309,RENT,深圳市南山区1室1厅东南向豪装房,深圳市,南山区,半岛城邦,中山路90号,,,5769.7,43.37,1,1,1室1厅,SOUTHEAST,中楼层/共32层,MIDDLE,32,LUXURY,周边教育资源丰富,2026-06-17,SYNTHETIC_CSV_V1
SYN-RENT-001310,RENT,深圳市南山区2室2厅东南向精装房,深圳市,南山区,招商海月花园,锦绣路140号,,,7684.56,82.74,2,2,2室2厅,SOUTHEAST,高楼层/共31层,HIGH,31,REFINED,临近商圈，购物便利,2024-11-22,SYNTHETIC_CSV_V1
